Rk,Name,Tm,Lg,PA,HR,RBI,SB,BA,OPS,G,GS,Rtot,Pos Summary,rOBA,WAR
1159,Yorvit Torrealba,SFG,NL,105,1,7,1,0.226,0.645,22,0,,P,,0
1160,Yorvit Torrealba,SEA,AL,119,2,8,0,0.241,0.626,30,30,,P,,-0.7
1161,Andres Torres#,TEX,AL,21,0,1,1,0.158,0.401,33,33,,P,,0
1162,Salomon Torres,PIT,NL,4,0,0,0,0.5,1,155,153,-4,OF,,0
1163,Josh Towers,TOR,AL,6,0,0,0,0,0,101,96,3,OF,,0.1
1164,Steve Trachsel,NYM,NL,15,0,0,0,0.067,0.133,34,34,,P,,-0.4
1165,Chad Tracy*,ARI,NL,553,27,72,3,0.308,0.911,71,0,,P,,0
1166,Matt Treanor,FLA,NL,154,0,13,0,0.201,0.562,6,0,,P,,0.2
1167,Chin-hui Tsao,COL,NL,0,0,0,0,,,1,1,,P,,-0.5
1168,Michael Tucker*,TOT,NL,307,5,36,4,0.239,0.68,71,0,,P,,
1169,Michael Tucker*,SFG,NL,286,5,33,4,0.24,0.689,65,65,5,OF,,0
1170,Michael Tucker*,PHI,NL,21,0,3,0,0.222,0.556,9,3,-1,C,,0.1
1171,T.J. Tucker,WSN,NL,0,0,0,0,,,2,0,,P,,0
1172,Derrick Turnbow,MIL,NL,0,0,0,0,,,64,0,,P,,0.1
1173,Jason Tyner*,MIN,AL,60,0,5,2,0.321,0.742,44,39,-6,C-3B-1B,,0
1174,Ugueth Urbina,TOT,MLB,0,0,0,0,,,44,40,-9,3B-1B-2B,,3.2
1175,Ugueth Urbina,DET,AL,0,0,0,0,,,146,143,-1,OF-1B,,1.3
1176,Ugueth Urbina,PHI,NL,0,0,0,0,,,112,99,-8,OF,,0
1177,Juan Uribe,CHW,AL,540,16,71,4,0.252,0.712,25,25,,P,,0
1178,Chase Utley*,PHI,NL,628,28,105,16,0.291,0.915,27,4,-3,OF,,0
1179,Ismael Valdez,FLA,NL,16,0,0,0,0.154,0.308,12,9,-1,3B,,0
1180,Wilson Valdez,TOT,MLB,148,0,9,2,0.201,0.511,22,20,,P,,0
1181,Wilson Valdez,SEA,AL,133,0,8,2,0.198,0.489,32,0,,P,,1.7
1182,Wilson Valdez,SDP,NL,15,0,1,0,0.231,0.718,72,0,,P,,0
1183,Eric Valent*,NYM,NL,50,0,1,0,0.186,0.556,28,28,,P,,
1184,Javier Valentin#,CIN,NL,254,14,50,0,0.281,0.883,17,0,,P,,0
1185,Jose Valentin#,LAD,NL,184,2,14,3,0.17,0.591,9,2,-1,C-OF,,0.2
1186,Joe Valentine,CIN,NL,0,0,0,0,,,34,34,,P,,-0.8
1187,Jose Valverde,ARI,NL,0,0,0,0,,,24,6,,P,,1.9
1188,Jermaine Van Buren,CHC,NL,0,0,0,0,,,58,56,-4,OF-1B,,-1.6
1189,Claudio Vargas,TOT,NL,45,0,3,0,0.111,0.269,11,9,1,C,,-0.1
1190,Claudio Vargas,WSN,NL,2,0,0,0,0.5,1,12,4,0,2B-SS-3B-1B,,-0.3
1191,Claudio Vargas,ARI,NL,43,0,3,0,0.088,0.227,157,155,17,SS,,0.1
1192,Jason Vargas*,FLA,NL,27,0,2,0,0.308,0.718,10,1,0,SS-2B,,-0.3
1193,Jason Varitek#,BOS,AL,539,22,70,2,0.281,0.856,9,9,,P,,0
1194,Jorge Vasquez,ATL,NL,1,0,0,0,0,0,137,135,-11,OF,,0
1195,Javier Vazquez,ARI,NL,72,1,2,0,0.238,0.574,60,41,1,C,,-0.1
1196,Ramón Vázquez*,TOT,AL,92,0,5,0,0.212,0.526,151,151,15,OF,,0
1197,Ramón Vázquez*,BOS,AL,66,0,4,0,0.197,0.464,49,0,,P,,0.1
1198,Ramón Vázquez*,CLE,AL,26,0,1,0,0.25,0.683,60,0,,P,,1
1199,Mike Vento,NYY,AL,2,0,0,0,0,0,13,13,,P,,0
1200,Shane Victorino,PHI,NL,19,2,8,0,0.294,0.91,90,80,-6,OF-2B,,0.5
1201,Jose Vidro#,WSN,NL,347,7,32,0,0.275,0.763,21,10,,P,,-0.3
1202,Oscar Villarreal*,ARI,NL,0,0,0,0,,,47,10,,P,,-0.3
1203,Ron Villone*,TOT,MLB,1,0,0,0,0,0,28,0,,P,,4.2
1204,Ron Villone*,SEA,AL,0,0,0,0,,,70,40,0,1B-OF-SS-2B-3B,,-0.1
1205,Ron Villone*,FLA,NL,1,0,0,0,0,0,3,0,,P,,0
1206,Jose Vizcaino#,HOU,NL,205,1,23,2,0.246,0.636,1,0,0,C,,-0.4
1207,Luis Vizcaino,CHW,AL,0,0,0,0,,,51,0,,P,,0.1
1208,Omar Vizquel#,SFG,NL,651,3,45,24,0.271,0.691,160,160,-10,3B,,3.7
1209,Ryan Vogelsong,PIT,NL,10,0,0,0,0.111,0.422,34,27,,P,,0.1
1210,Doug Waechter,TBD,AL,3,0,0,0,0,0,13,13,,P,,0
1211,Billy Wagner*,PHI,NL,3,0,0,0,0.333,0.667,75,0,,P,,-0.1
1212,Ryan Wagner,CIN,NL,2,0,0,0,0,0,45,0,,P,,-2.2
1213,Adam Wainwright,STL,NL,0,0,0,0,,,40,0,,P,,0
1214,Tim Wakefield,BOS,AL,9,0,1,0,0.25,0.5,49,0,,P,,0
1215,Jamie Walker*,DET,AL,0,0,0,0,,,35,20,-2,3B-1B-2B,,0
1216,Larry Walker*,STL,NL,367,15,52,2,0.289,0.886,31,31,,P,,0.9
1217,Pete Walker,TOR,AL,0,0,0,0,,,49,48,-1,1B-OF,,
1218,Todd Walker*,CHC,NL,433,12,40,1,0.305,0.829,37,32,-3,OF-2B,,0
1219,Tyler Walker,SFG,NL,1,0,0,0,0,0,155,155,-29,SS,,0
1220,Chien-Ming Wang,NYY,AL,1,0,0,0,0,0,10,7,1,1B,,4.8
1221,Daryle Ward*,PIT,NL,453,12,63,0,0.26,0.723,33,33,,P,,-0.2
1222,John Wasdin,TEX,AL,1,0,0,0,0,0,31,27,,P,,
1223,Jarrod Washburn*,LAA,AL,5,0,0,0,0,0.2,132,121,-3,C,,0
1224,Brandon Watson*,WSN,NL,48,1,5,0,0.175,0.575,15,12,-3,3B-SS,,0
1225,Matt Watson*,OAK,AL,50,0,5,0,0.188,0.47,35,35,,P,,0
1226,David Weathers,CIN,NL,0,0,0,0,,,,,,,,0
1227,Jeff Weaver,LAD,NL,78,0,7,0,0.229,0.507,,,,,,0.1
1228,Brandon Webb,ARI,NL,76,0,2,0,0.097,0.208,,,,,,-0.1
1229,Ben Weber,CIN,NL,0,0,0,0,,,,,,,,1.4
1230,Rickie Weeks,MIL,NL,414,13,42,15,0.239,0.727,,,,,,-0.2
1231,Todd Wellemeyer,CHC,NL,4,0,0,0,0.25,0.5,,,,,,3.2
1232,David Wells*,BOS,AL,7,0,1,0,0.143,0.286,,,,,,0.1
1233,Kip Wells,PIT,NL,61,1,2,0,0.158,0.4,,,,,,0.9
1234,Vernon Wells,TOR,AL,678,28,97,8,0.269,0.783,,,,,,-0.2
1235,Jayson Werth,LAD,NL,395,7,43,11,0.234,0.711,,,,,,3.6
1236,Jake Westbrook,CLE,AL,2,0,0,0,0,0,,,,,,0.6
1237,Dan Wheeler,HOU,NL,0,0,0,0,,,,,,,,0
1238,Gabe White*,STL,NL,0,0,0,0,,,,,,,,
1239,Matt White,WSN,NL,1,0,0,0,0,0,,,,,,
1240,Rick White,PIT,NL,2,0,0,0,0,0,,,,,,
1241,Rondell White,DET,AL,400,12,53,1,0.313,0.837,,,,,,
1242,Eli Whiteside,BAL,AL,12,0,1,0,0.25,0.5,,,,,,
1243,Bob Wickman,CLE,AL,0,0,0,0,,,,,,,,
1244,Chris Widger,CHW,AL,154,4,11,0,0.241,0.679,,,,,,
1245,Ty Wigginton,PIT,NL,171,7,25,0,0.258,0.788,,,,,,
1246,Brad Wilkerson*,WSN,NL,661,11,57,8,0.248,0.756,,,,,,
1247,Bernie Williams#,NYY,AL,546,12,64,1,0.249,0.688,,,,,,
1248,David Williams*,PIT,NL,50,0,4,0,0.119,0.279,,,,,,
1249,Gerald Williams,NYM,NL,32,1,3,2,0.233,0.658,,,,,,
1250,Glenn Williams#,MIN,AL,43,0,3,1,0.425,0.902,,,,,,
1251,Jerome Williams,TOT,NL,40,0,0,0,0.088,0.206,,,,,,
1252,Jerome Williams,SFG,NL,4,0,0,0,0,0,,,,,,
1253,Jerome Williams,CHC,NL,36,0,0,0,0.1,0.233,,,,,,
1254,Randy Williams*,TOT,NL,1,0,0,0,0,0,,,,,,
1255,Randy Williams*,SDP,NL,1,0,0,0,0,0,,,,,,
1256,Randy Williams*,COL,NL,0,0,0,0,,,,,,,,
1257,Todd Williams,BAL,AL,0,0,0,0,,,,,,,,
1258,Woody Williams,SDP,NL,55,0,3,1,0.152,0.301,,,,,,
1259,Scott Williamson,CHC,NL,0,0,0,0,,,,,,,,
1260,Josh Willingham,FLA,NL,28,0,4,0,0.304,0.755,,,,,,
1261,Dontrelle Willis*,FLA,NL,101,1,11,0,0.261,0.626,,,,,,
1262,C.J. Wilson*,TEX,AL,0,0,0,0,,,,,,,,
1263,Craig Wilson,PIT,NL,238,5,22,3,0.264,0.808,,,,,,
1264,Dan Wilson,SEA,AL,28,0,2,0,0.185,0.399,,,,,,
1265,Enrique Wilson#,CHC,NL,25,0,0,0,0.136,0.467,,,,,,
1266,Jack Wilson,PIT,NL,639,8,52,7,0.257,0.662,,,,,,
1267,Josh Wilson,FLA,NL,11,0,0,0,0.1,0.382,,,,,,
1268,Paul Wilson,CIN,NL,19,0,1,0,0.176,0.353,,,,,,
1269,Preston Wilson,TOT,NL,576,25,90,6,0.26,0.793,,,,,,
1270,Preston Wilson,COL,NL,296,15,47,3,0.258,0.813,,,,,,
1271,Preston Wilson,WSN,NL,280,10,43,3,0.261,0.771,,,,,,
1272,Vance Wilson,DET,AL,173,3,19,0,0.197,0.558,,,,,,
1273,Randy Winn#,TOT,MLB,683,20,63,19,0.306,0.859,,,,,,
1274,Randy Winn#,SEA,AL,436,6,37,12,0.275,0.733,,,,,,
1275,Randy Winn#,SFG,NL,247,14,26,7,0.359,1.071,,,,,,
1276,Matt Wise,MIL,NL,1,0,1,0,1,2,,,,,,
1277,Jay Witasick,TOT,MLB,0,0,0,0,,,,,,,,
1278,Jay Witasick,COL,NL,0,0,0,0,,,,,,,,
1279,Randy Wolf*,PHI,NL,28,0,1,0,0.154,0.416,,,,,,
1280,Tony Womack*,NYY,AL,351,0,15,27,0.249,0.556,,,,,,
1281,Kerry Wood,CHC,NL,21,0,2,0,0.111,0.38,,,,,,
1282,Mike Wood,KCR,AL,0,0,0,0,,,,,,,,
1283,Jake Woods*,LAA,AL,0,0,0,0,,,,,,,,
1284,Chris Woodward,NYM,NL,192,3,18,0,0.283,0.73,,,,,,
1285,Shawn Wooten,BOS,AL,1,0,0,0,0,0,,,,,,
1286,Tim Worrell,TOT,NL,1,0,0,0,0,0,,,,,,
1287,Tim Worrell,PHI,NL,0,0,0,0,,,,,,,,
1288,Tim Worrell,ARI,NL,1,0,0,0,0,0,,,,,,
1289,David Wright,NYM,NL,657,27,102,17,0.306,0.912,,,,,,
1290,Jamey Wright,COL,NL,59,0,3,0,0.145,0.324,,,,,,
1291,Michael Wuertz,CHC,NL,2,0,0,0,0,0,,,,,,
1292,Kelly Wunsch*,LAD,NL,1,0,0,0,0,0,,,,,,
1293,Keiichi Yabu,OAK,AL,1,0,0,0,0,0,,,,,,
1294,Esteban Yan,LAA,AL,0,0,0,0,,,,,,,,
1295,Kevin Youkilis,BOS,AL,95,1,9,0,0.278,0.805,,,,,,
1296,Chris Young,TEX,AL,5,0,0,0,0,0,,,,,,
1297,Dmitri Young#,DET,AL,509,21,72,1,0.271,0.796,,,,,,
1298,Eric Young Sr.,SDP,NL,163,2,12,7,0.275,0.737,,,,,,
1299,Michael Young,TEX,AL,732,24,91,5,0.331,0.899,,,,,,
1300,Walter Young*,BAL,AL,37,1,3,0,0.303,0.803,,,,,,
1301,Carlos Zambrano#,CHC,NL,84,1,6,0,0.3,0.763,,,,,,
1302,Victor Zambrano#,NYM,NL,58,0,2,0,0.132,0.302,,,,,,
1303,Gregg Zaun#,TOR,AL,512,11,61,2,0.251,0.729,,,,,,
1304,Ryan Zimmerman,WSN,NL,62,0,6,0,0.397,0.988,,,,,,
1305,Barry Zito*,OAK,AL,7,0,0,0,0.143,0.286,,,,,,
